Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
BWA,Common Stock,BorgWarner Inc,"BorgWarner Inc. is an American multinational automotive supplier headquartered in Auburn Hills, Michigan.",908255,NYSE,USD,USA,MANUFACTURING,MOTOR VEHICLE PARTS & ACCESSORIES,"3850 HAMLIN RD., AUBURN HILLS, MI, US",December,2022-09-30,9834468000,2101000000,12.21,0.601,28.93,0.68,0.0169,3.44,64.77,0.0533,0.0893,0.0526,0.128,15348000000,2855000000,3.44,1.9,0.189,48.01,12.21,8.59,0.622,1.423,0.829,6.48,1.443,49.26,31.01,40.36,37.67,234154000,2022-12-15,2022-11-30
BXP,Common Stock,Boston Properties Inc,"Boston Properties, Inc. is a publicly traded real estate investment trust that invests in office buildings in Boston, Los Angeles, New York City, San Francisco, and Washington, D.C.",1037540,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"800 BOYLSTON STREET, SUITE 1900, BOSTON, MA, US",December,2022-09-30,10190643000,1781875000,11.37,7.05,39.27,3.92,0.058,5.72,19.4,0.3,0.347,0.0283,0.132,3037534000,1826695000,5.72,2.319,0.086,82.68,11.37,24.63,3.567,1.769,8.14,11.08,1.048,127.41,63.48,69.87,89.96,156755000,2023-01-30,2022-12-29
C,Common Stock,Citigroup Inc,"Citigroup Inc. is an American multinational investment bank and financial services corporation headquartered in New York City. The company was formed by the merger of banking giant Citicorp and financial conglomerate Travelers Group in 1998; Travelers was subsequently spun off from the company in 2002. Citigroup owns Citicorp, the holding company for Citibank, as well as several international subsidiaries. Citigroup is incorporated in Delaware.",831001,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"388 GREENWICH STREET, NEW YORK, NY, US",December,2022-09-30,91632378000,None,6.35,0.717,92.71,2.04,0.0436,7.45,36.12,0.219,0.277,0.0067,0.0789,70747996000,74990000000,7.45,-0.243,-0.028,57.05,6.35,6.67,1.222,0.496,-,-,1.563,66.96,39.55,46.27,48.56,1936850000,2022-11-23,2022-11-04
CAG,Common Stock,ConAgra Foods Inc,"Conagra Brands, Inc. (formerly ConAgra Foods) is an American consumer packaged goods holding company headquartered in Chicago, Illinois. Conagra makes and sells products under various brand names that are available in supermarkets, restaurants, and food service establishments.",23217,NYSE,USD,USA,MANUFACTURING,FOOD AND KINDRED PRODUCTS,"ONE CONAGRA DR, OMAHA, NE, US",May,2022-11-30,19630285000,1833400000,34.42,1.828,17.75,1.268,0.0341,1.19,24.54,0.0488,0.138,0.0453,0.0668,11786900000,2860600000,1.19,-0.485,0.095,38.63,34.42,15.38,1.558,2.168,2.326,19.68,0.588,41.03,29.25,37.15,34.86,479255000,2023-03-02,2023-01-27
CAH,Common Stock,Cardinal Health Inc,"Cardinal Health, Inc. is an American multinational health care services company.",721371,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES","7000 CARDINAL PLACE, DUBLIN, OH, US",June,2022-09-30,20614218000,2256000000,None,0.646,-6.8,1.973,0.0259,-3.377,680.0,-0.0059,0.0084,0.0226,0,186998997000,6545000000,-3.377,-0.574,0.128,82,-,14.68,0.11,16.07,0.118,-111.07,0.788,81.05,46.92,78.03,65.29,262134000,2023-01-15,2022-12-30
CARR,Common Stock,Carrier GlobalÂ Corp,"Carrier Global Corporation is an American multinational home appliances corporation based in Palm Beach Gardens, Florida.",1783180,NYSE,USD,USA,TECHNOLOGY,AIR-COND & WARM AIR HEATG EQUIP & COMM & INDL REFRIG EQUIP,"13995 PASTEUR BOULEVARD, PALM BEACH GARDENS, FL, US",December,2022-09-30,34729959000,2851000000,10.06,1.663,8.55,0.6,0.0179,4.13,24.03,0.175,0.123,0.0613,0.495,20448999000,6008000000,4.13,1.887,0.021,45.79,10.06,16.89,1.791,5.08,2.092,8.62,1.15,52.53,32.82,42.17,40.05,836262000,2023-02-10,2022-12-21
CAT,Common Stock,Caterpillar Inc,"Caterpillar Inc. (often shortened to CAT) is an American Fortune 100 corporation that designs, develops, engineers, manufactures, markets, and sells machinery, engines, financial products, and insurance to customers via a worldwide dealer network.",18230,NYSE,USD,USA,TECHNOLOGY,CONSTRUCTION MACHINERY & EQUIP,"100 NE ADAMS ST, PEORIA, IL, US",December,2022-09-30,129508983000,11151000000,18.16,1.557,29.96,4.62,0.02,13.7,106.4,0.13,0.159,0.0695,0.456,56627999000,13189000000,13.7,0.488,0.209,232.84,18.16,15.9,2.12,7.83,2.688,12.79,1.124,249.91,159.53,230.79,204.86,520409000,2023-02-17,2023-01-19
CB,Common Stock,Chubb Ltd,"Chubb Limited, incorporated in Zurich, Switzerland, is the parent company of Chubb, a global provider of insurance products covering property and casualty, accident and health, reinsurance, and life insurance and the largest publicly traded property and casualty company in the world.",896159,NYSE,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","BARENGASSE 32, ZURICH CH-8001, CH",December,2022-09-30,94988337000,7337000000,15.95,3.952,114.79,3.26,0.0149,14.35,98.49,0.147,0.169,0.0222,0.115,41684001000,11443000000,14.35,-0.536,0.111,239.56,15.95,12.25,2.119,1.893,2.557,-,0.683,230.27,173.11,214.34,202.1,415050000,2023-01-06,2022-12-15
CBOE,Common Stock,Cboe Global Markets Inc,Cboe Global Markets is an American company that owns the Chicago Board Options Exchange and the stock exchange operator BATS Global Markets.,1374310,BATS,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","400 SOUTH LASALLE, CHICAGO, IL, US",December,2022-09-30,13100066000,1096300000,54.64,1.75,31.05,1.94,0.0159,2.26,35.85,0.0631,0.246,0.0789,0.071,3820200000,1476100000,2.26,0.258,0.216,141.38,54.64,17.27,3.447,4.006,3.876,23.66,0.571,130.52,102.52,124.74,118.66,106082000,2022-12-15,2022-11-29
CBRE,Common Stock,CBRE Group Inc Class A,"CBRE Group, Inc. is an American commercial real estate services and investment firm. The abbreviation CBRE stands for Coldwell Banker Richard Ellis. It is the largest commercial real estate services company in the world.",1138118,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE,"400 SOUTH HOPE STREET, 25TH FLOOR, LOS ANGELES, CA, US",December,2022-09-30,25566591000,2368856000,13.22,2.447,25.58,0,0,6.12,95.13,0.0647,0.0552,0.0539,0.238,31183974000,6166529000,6.12,0.078,0.108,93.14,13.22,14.97,0.785,3.019,0.868,8.47,1.372,107.67,66.31,75.45,78.41,315949000,None,None
CCI,Common Stock,Crown Castle,"Crown Castle is a real estate investment trust and provider of shared communications infrastructure in the United States. Its network includes over 40,000 cell towers and nearly 80,000 route miles of fiber supporting small cells and fiber solutions. Headquartered in Houston, Texas, the company has 100 offices nationwide.",1051470,NYSE,USD,USA,REAL ESTATE & CONSTRUCTION,REAL ESTATE INVESTMENT TRUSTS,"1220 AUGUSTA DRIVE, SUITE 600, HOUSTON, TX, US",December,2022-09-30,63099429000,4012000000,39.06,3.352,17.73,5.88,0.0445,3.73,15.89,0.235,0.345,0.0381,0.199,6876000000,4347000000,3.73,0.195,0.079,157.67,39.06,35.97,8.69,7.88,12.82,22.23,0.628,194.36,120.4,136.06,163.05,433048000,2022-12-30,2022-12-14
CCL,Common Stock,Carnival Corporation,"Carnival Corporation & plc is a British-American cruise operator, currently the world's largest travel leisure company, with a combined fleet of over 100 vessels across 10 cruise line brands.",815097,NYSE,USD,USA,ENERGY & TRANSPORTATION,WATER TRANSPORTATION,"3655 N W 87TH AVE, PO BOX 1347, MIAMI, FL, US",November,2022-11-30,11961011000,-1663000576,None,1.41,5.61,0,0,-8.31,10.31,-0.501,-0.324,-0.0469,-0.634,12167999000,3809000000,-8.31,-0.139,1.983,10.45,-,11.01,1.165,1.375,7.04,-11.92,2.137,23.86,6.11,9.02,11.26,1114000000,2020-03-13,2020-02-20
CDAY,Common Stock,Ceridian HCM Holding Inc,"Ceridian HCM Holding Inc., is a Human Capital Management (HCM) software company in the United States, Canada, and internationally. The company is headquartered in Minneapolis, Minnesota.",1725057,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3311 EAST OLD SHAKOPEE ROAD, MINNEAPOLIS, MN, US",December,2022-09-30,9363152000,41500000,None,5.36,13.36,0,0,-0.553,7.79,-0.0652,-0.0034,-0.0003,-0.0364,1192200000,436000000,-0.553,-0.056,0.227,86.82,-,57.8,8.45,5.18,9.62,273.16,1.456,95.06,43.23,64.42,59.35,153595000,None,None
CDNS,Common Stock,Cadence Design Systems Inc,"Cadence Design Systems, Inc., headquartered in San Jose, California, is an American multinational computational software company. The company produces software, hardware and silicon structures for designing integrated circuits, systems on chips (SoCs) and printed circuit boards.",813672,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2655 SEELY AVENUE BLDG 5, SAN JOSE, CA, US",December,2022-09-30,43797295000,1199835000,56.42,2.072,9.87,0,0,2.83,12.63,0.229,0.31,0.145,0.294,3434877000,2681238000,2.83,0.079,0.202,190.65,56.42,35.21,12.96,16.76,13.15,38.57,1.088,194.97,132.32,160.49,161.04,274316000,None,None
CDW,Common Stock,CDW Corp,"CDW Corporation, headquartered in Lincolnshire, Illinois, is a provider of technology products and services for business, government and education.",1402057,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-CATALOG & MAIL-ORDER HOUSES,"200 N MILWAUKEE AVENUE, VERNON HILLS, IL, US",December,2022-09-30,24806341000,1975300000,23.95,1.53,9.8,2,0.0132,7.65,176.38,0.0437,0.0715,0.0948,0.964,23847299000,3568500000,7.65,0.136,0.173,207.59,23.95,18.15,1.046,19.61,1.358,17.2,1.135,200.37,147.45,181.1,172.14,135391000,2022-12-09,2022-11-23
CE,Common Stock,Celanese Corporation,"Celanese Corporation is a Fortune 500 global technology and specialty materials company headquartered in Irving, Texas, United States.",1306830,NYSE,USD,USA,LIFE SCIENCES,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)","222 W. LAS COLINAS BLVD., SUITE 900N, IRVING, TX, US",December,2022-09-30,12644873000,2333000000,7.69,7.85,45.67,2.72,0.0274,15.17,88.56,0.172,0.2,0.0729,0.349,9600000000,2682000000,15.17,-0.615,0.015,121.46,7.69,7.36,1.157,2.216,1.446,5.1,1.26,171.38,86.08,101.75,118.25,108428000,2022-11-14,2022-10-28
CEG,Common Stock,Constellation Energy Corp,"Constellation Energy Corporation is an energy producer in the United States. The company is headquartered in Baltimore, Maryland.",1868275,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"1310 POINT STREET, BALTIMORE, MD, UNITED STATES",December,2022-09-30,27306002000,1821000000,38.84,0.861,33.03,0.423,0.0065,2.15,69.23,-0.0067,0.0017,0.0005,-0.0135,22639000000,2745000000,2.15,0,0.373,101.23,38.84,20.92,1.296,2.75,1.496,16.1,None,97.89,37.66,90.98,73.98,327018000,2022-12-09,2022-11-14
CF,Common Stock,CF Industries Holdings Inc,"CF Industries Holdings, Inc. is a North American manufacturer and distributor of agricultural fertilizers, based in Deerfield, Illinois.",1324404,NYSE,USD,USA,LIFE SCIENCES,AGRICULTURAL CHEMICALS,"4 PARKWAY NORTH, SUITE 400, DEERFIELD, IL, US",December,2022-09-30,16560313000,6448000000,5.73,0.644,22.47,1.4,0.0188,14.72,53.52,0.287,0.5,0.277,0.596,11118000000,2387000000,14.72,3.895,0.704,116.26,5.73,6.36,1.668,4.106,1.736,3.102,0.993,119.16,62.12,99.89,98.72,196189000,2022-11-30,2022-11-14
CFG,Common Stock,Citizens Financial Group Inc,"Citizens Financial Group, Inc. is an American bank headquartered in Providence, Rhode Island.",759944,NYSE,USD,USA,FINANCE,STATE COMMERCIAL BANKS,"870 WESTMINSTER ST, 1 CITIZENS PLZ THIRD FL, PROVIDENCE, RI, US",December,2022-09-30,20448227000,None,10.35,0.263,42.62,1.59,0.0415,4.01,15.81,0.269,0.35,0.0095,0.0838,7255000000,7058000000,4.01,0.042,0.214,46.55,10.35,7.27,2.58,0.91,-,-,1.335,54.82,32.32,40.08,38.9,492491000,2022-11-16,2022-11-01
CHD,Common Stock,Church & Dwight Company Inc,"Church & Dwight Co., Inc., is a major American manufacturer of household products that is headquartered in Ewing, New Jersey.",313927,NYSE,USD,USA,LIFE SCIENCES,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS","500 CHARLES EWING BOULEVARD, EWING, NJ, US",December,2022-09-30,20384926000,1163100000,27.96,3.993,15.18,1.038,0.013,2.99,21.84,0.139,0.183,0.0776,0.205,5308300000,2263500000,2.99,-0.174,0.004,83.53,27.96,25.91,3.748,5.44,4.167,18.45,0.466,104.32,69.91,78.37,86.23,243868000,2022-12-01,2022-11-14
CHRW,Common Stock,CH Robinson Worldwide Inc,"C.H. Robinson is an American Fortune 500 provider of multimodal transportation services and third-party logistics (3PL). The company offers freight transportation, transportation management, brokerage and warehousing. It offers truckload, less than truckload, air freight, intermodal, and ocean transportation.",1043277,NASDAQ,USD,USA,ENERGY & TRANSPORTATION,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,"14701 CHARLSON ROAD, EDEN PRAIRIE, MN, US",December,2022-09-30,10983426000,1451310000,11.31,2.706,13.91,2.2,0.0271,8.25,203.3,0.0411,0.0532,0.13,0.592,26131653000,1608479000,8.25,-0.038,-0.04,96.96,11.31,16.1,0.427,6.75,0.524,9.25,0.776,119.91,84.74,94.78,102.42,117709000,2023-01-03,2022-12-01
CHTR,Common Stock,Charter Communications Inc,"Charter Communications, Inc., is an American telecommunications and mass media company with services branded as Charter Spectrum.",1091667,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"12405 POWERSCOURT DRIVE, ST. LOUIS, MO, US",December,2022-09-30,56264528000,21425000000,11.08,0.3,57.1,0,0,32.63,320.67,0.102,0.232,0.0543,0.372,53560001000,23271000000,32.63,0.135,0.031,490.85,11.08,9.92,0.911,6.6,2.999,7.57,1.105,626.64,297.66,360.36,426.53,155672000,None,None
CI,Common Stock,Cigna Corp,"Cigna is an American multinational managed healthcare and insurance company based in Bloomfield, Connecticut. Its insurance subsidiaries are major providers of medical, dental, disability, life and accident insurance and related products and services, the majority of which are offered through employers and other groups (e.g. governmental and non-governmental organizations, unions and associations).",1739940,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"900 COTTAGE GROVE ROAD, BLOOMFIELD, CT, US",December,2022-09-30,93002752000,9932000000,15.05,1.217,147.58,4.36,0.0135,20.21,569.52,0.0367,0.045,0.034,0.144,180025999000,23159000000,20.21,0.869,0.019,356.52,15.05,13.51,0.563,2.272,0.705,-,0.716,340.11,209.69,323.56,283.98,305739000,2022-12-21,2022-12-05
CINF,Common Stock,Cincinnati Financial Corporation,"Cincinnati Financial Corporation offers property and casualty insurance, its main business, through The Cincinnati Insurance Company, The Cincinnati Indemnity Company and The Cincinnati Casualty Company.",20286,NASDAQ,USD,USA,FINANCE,"FIRE, MARINE & CASUALTY INSURANCE","6200 S GILMORE RD, FAIRFIELD, OH, US",December,2022-09-30,16766817000,25000000,33.23,-158.72,60.03,2.7,0.0259,3.21,42.38,-0.0043,-0.0118,-0.0017,-0.0027,6766000000,3827000000,3.21,0.396,-0.211,108.6,33.23,23.36,2.408,1.461,2.128,-,0.643,140.48,88.09,104.85,111.79,157184000,2023-01-13,2022-12-15
CL,Common Stock,Colgate-Palmolive Company,"Colgate-Palmolive Company is an American multinational consumer products company headquartered on Park Avenue in Midtown Manhattan, New York City. It specializes in the production, distribution and provision of household, health care, personal care and veterinary products.",21665,NYSE,USD,USA,LIFE SCIENCES,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS","300 PARK AVE, NEW YORK, NY, US",December,2022-09-30,66800419000,4156000000,34.77,3.742,0.745,1.84,0.0239,2.3,21.15,0.109,0.203,0.14,2.031,17741001000,10375000000,2.3,-0.014,0.009,79.95,34.77,25.13,3.666,106.54,4.147,20.7,0.508,83.26,67.4,76.57,77.14,835214000,2022-11-15,2022-10-20
CLX,Common Stock,The Clorox Company,"The Clorox Company, based in Oakland, California, is an American global manufacturer and marketer of consumer and professional products.",21076,NYSE,USD,USA,LIFE SCIENCES,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS","THE CLOROX COMPANY, 1221 BROADWAY, OAKLAND, CA, US",June,2022-09-30,17821729000,871000000,43.64,2.04,2.643,4.68,0.0336,3.31,57.15,0.0575,0.0929,0.0658,0.796,7041000000,2545000000,3.31,-0.404,-0.037,135.59,43.64,35.59,2.565,56.11,3.014,24.51,0.276,181.19,118.52,145.25,142.81,123385000,2023-02-10,2023-01-24
CMA,Common Stock,Comerica Inc,"Comerica Incorporated is a financial services company headquartered in Dallas, Texas.",28412,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1717 MAIN STREET MC6404, ATTN: DARLENE PERSONS, DALLAS, TX, US",December,2022-09-30,8852355000,None,8.94,0.316,35.71,2.72,0.0412,7.56,24.85,0.316,0.417,0.0115,0.16,3262000000,3351000000,7.56,0.368,0.201,81.18,8.94,6.94,2.557,1.847,-,-,1.195,98.53,62.83,68.46,76.84,130952000,2023-01-01,2022-12-14
CMCSA,Common Stock,Comcast Corp,"Comcast Corporation is an American telecommunications conglomerate headquartered in Philadelphia, Pennsylvania. It is the second-largest broadcasting and cable television company in the world by revenue (behind AT&T), the largest pay-TV company, the largest cable TV company and largest home Internet service provider in the United States, and the nation's third-largest home telephone service provider. Comcast provides services to U.S. residential and commercial customers in 40 states and in the District of Columbia. As the parent company of the international media company NBCUniversal since 2011, Comcast is a producer of feature films and television programs intended for theatrical exhibition and over-the-air and cable television broadcast, respectively.",1166691,NASDAQ,USD,USA,TECHNOLOGY,CABLE & OTHER PAY TELEVISION SERVICES,"ONE COMCAST CENTER, PHILADELPHIA, PA, US",December,2022-09-30,159879692000,36845998000,30.82,0.731,18.57,1.06,0.0309,1.2,27.08,0.0446,0.189,0.0539,0.0562,121210003000,77935000000,1.2,-0.05,-0.015,42.76,30.82,9.46,1.234,1.902,1.976,8.72,1.002,50.61,28.17,34.21,38.11,4313960000,2023-01-25,2023-01-03
CME,Common Stock,CME Group Inc,"CME Group Inc. (Chicago Mercantile Exchange, Chicago Board of Trade, New York Mercantile Exchange, The Commodity Exchange) is an American global markets company. It is the world's largest financial derivatives exchange, and trades in asset classes that include agricultural products, currencies, energy, interest rates, metals, stock indexes and cryptocurrencies futures.",1156375,NASDAQ,USD,USA,FINANCE,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES","20 S. WACKER DR., CHICAGO, IL, US",December,2022-09-30,62984774000,3305100000,23.89,4.693,78.72,3.9,0.0501,7.33,13.8,0.541,0.594,0.0101,0.0965,4948000000,4679300000,7.33,-0.275,0.107,205.59,23.89,21.83,12.54,2.277,13.22,16.41,0.405,245.26,161.33,173.58,196.0,359725000,2023-01-18,2022-12-27
CMG,Common Stock,Chipotle Mexican Grill Inc,"Chipotle Mexican Grill, Inc., often known simply as Chipotle, is an American chain of fast casual restaurants in the United States, United Kingdom, Canada, Germany, and France, specializing in tacos and Mission burritos that are made to order in front of the customer.",1058090,NYSE,USD,USA,TRADE & SERVICES,RETAIL-EATING PLACES,"1401 WYNKOOP, SUITE 500, DENVER, CO, US",December,2022-09-30,38866649000,1326910000,50.06,1.208,83.87,0,0,28.01,300.96,0.0961,0.124,0.0974,0.349,8414686000,2904063000,28.01,0.281,0.137,1776.31,50.06,35.46,4.901,18.18,5.38,34.25,1.226,1754.56,1196.28,1477.56,1481.69,27721100,None,None
CMI,Common Stock,Cummins Inc,"Cummins is a Columbus, Indiana based multinational corporation that designs, manufactures, and distributes engines, filtration, and power generation products. Cummins also services engines and related equipment, including fuel systems, controls, air handling, filtration, emission control, electrical power generation systems, and trucks.",26172,NYSE,USD,USA,TECHNOLOGY,ENGINES & TURBINES,"500 JACKSON ST, BOX 3005 MAIL CODE 60207, COLUMBUS, IN, US",December,2022-09-30,33382728000,3199000000,17.72,1.566,59.42,5.92,0.0259,13.36,184.41,0.0732,0.0953,0.059,0.208,26154000000,5695000000,13.36,-0.236,0.229,258.28,17.72,12.29,1.272,4.07,1.519,11.68,1.053,253.53,181.87,243.06,216.94,141022000,2022-12-01,2022-11-17
CMS,Common Stock,CMS Energy Corporation,"CMS Energy (NYSE: CMS), based in Jackson, Michigan, is an energy company that is focused principally on utility operations in Michigan.",811156,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC & OTHER SERVICES COMBINED,"ONE ENERGY PLAZA, JACKSON, MI, US",December,2022-09-30,18367146000,2329000000,23.79,3.003,23.04,1.815,0.0291,2.66,28.85,0.156,0.162,0.0278,0.107,8351000000,2646000000,2.66,-0.13,0.173,67.31,23.79,20.45,2.195,2.767,3.87,13.16,0.342,69.89,51.99,60.44,65.26,290252000,2022-11-30,2022-11-03
CNC,Common Stock,Centene Corp,"Centene Corporation is a large publicly traded company and a multi-line managed care enterprise that serves as a major intermediary for both government-sponsored and privately insured health care programs. It is a healthcare insurer that focuses on managed care for uninsured, underinsured, and low-income individuals.",1071739,NYSE,USD,USA,FINANCE,HOSPITAL & MEDICAL SERVICE PLANS,"7700 FORSYTH BLVD., ST LOUIS, MO, US",December,2022-09-30,44542009000,6576000000,23.55,0.98,44.52,0,0,3.34,229.42,0.0151,0.0377,0.0395,0.0771,133307998000,19574000000,3.34,0.283,0.132,100.16,23.55,13.07,0.341,1.852,0.363,10.65,0.583,98.53,73.19,83.26,84.66,566260000,None,None
CNP,Common Stock,CenterPoint Energy Inc,"CenterPoint Energy, Inc. is an American Fortune 500 electric and natural gas utility serving several markets in the American states of Arkansas, Indiana, Louisiana, Minnesota, Mississippi, Oklahoma, and Texas.",1130310,NYSE,USD,USA,ENERGY & TRANSPORTATION,ELECTRIC SERVICES,"1111 LOUISIANA ST., HOUSTON, TX, US",December,2022-09-30,18879785000,2635000000,21.27,3.326,14.61,0.69,0.0253,1.41,14.18,0.177,0.173,0.0261,0.102,8924000000,3207000000,1.41,-0.067,0.088,31.87,21.27,20.45,2.183,2.084,3.92,11.08,0.87,33.29,24.88,29.74,30.33,629536000,2023-03-09,2023-02-15
COF,Common Stock,Capital One Financial Corporation,"Capital One Financial Corporation is an American bank holding company specializing in credit cards, auto loans, banking, and savings accounts, headquartered in McLean, Virginia with operations primarily in the United States.",927628,NYSE,USD,USA,FINANCE,NATIONAL COMMERCIAL BANKS,"1680 CAPITAL ONE DRIVE, SUITE 1400, MCLEAN, VA, US",December,2022-09-30,37051523000,None,4.772,0.616,120.47,2.4,0.0258,20.34,73.46,0.29,0.372,0.0197,0.149,29515999000,32379000000,20.34,-0.381,-0.127,116.11,4.772,5.55,1.214,0.725,-,-,1.411,159.18,86.98,98.74,109.74,381699000,2022-11-25,2022-11-10
COO,Common Stock,Cooper Companies Inc,"The Cooper Companies, Inc., branded as CooperCompanies, is a global medical device company headquartered in San Ramon, California.",711404,NYSE,USD,USA,LIFE SCIENCES,OPHTHALMIC GOODS,"6140 STONERIDGE MALL RD, STE 590, PLEASANTON, CA, US",October,2022-10-31,17035659000,884800000,44.2,2.015,145.53,0.06,0.0002,7.81,67.11,0.117,0.163,0.0319,0.0547,3308400000,2166300000,7.81,-0.402,0.117,353.92,44.2,22.32,4.835,2.128,5.41,25.13,0.949,430.63,244.22,308.42,322.38,49354400,2023-02-10,2023-01-20
COP,Common Stock,ConocoPhillips,"ConocoPhillips is an American multinational corporation engaged in hydrocarbon exploration. It is based in the Energy Corridor district of Houston, Texas.",1163165,NYSE,USD,USA,ENERGY & TRANSPORTATION,PETROLEUM REFINING,"925 N. ELDRIDGE PARKWAY, HOUSTON, TX, US",December,2022-09-30,147322864000,34288001000,8.5,0.447,39.39,3.04,0.0203,13.91,59.47,0.235,0.351,0.185,0.388,76899000000,22936000000,13.91,0.994,0.865,138.56,8.5,8.48,1.824,2.793,1.914,4.023,1.309,137.09,75.07,122.1,107.98,1246070000,2023-01-13,2022-12-23
COST,Common Stock,Costco Wholesale Corp,"Costco Wholesale Corporation (doing business as Costco Wholesale and also known simply as Costco) is an American multinational corporation which operates a chain of membership-only (needing a membership to shop there) big-box retail stores. As of 2020, Costco was the fifth largest retailer in the world, and the world's largest retailer of choice and prime beef, organic foods, rotisserie chicken, and wine as of 2016.",909832,NASDAQ,USD,USA,TRADE & SERVICES,RETAIL-VARIETY STORES,"999 LAKE DRIVE, ISSAQUAH, WA, US",August,2022-11-30,214263415000,9648000000,36.75,3.433,48.38,3.49,0.0079,13.14,520.61,0.0255,0.0335,0.0743,0.293,231027999000,27572000000,13.14,0.03,0.081,550.6,36.75,33.56,0.891,10.39,0.919,26.33,0.71,609.12,405.08,491.5,507.01,443729000,2022-11-10,2022-10-27
